route_no,departure_time,source,destination
VZ069,08:00,Marikavalasa,Duvvada
VZ069,09:00,Marikavalasa,Duvvada
VZ069,10:00,Marikavalasa,Duvvada
VZ069,11:00,Marikavalasa,Duvvada
VZ069,12:00,Marikavalasa,Duvvada
VZ069,13:00,Marikavalasa,Duvvada
VZ069,14:00,Marikavalasa,Duvvada
VZ069,15:00,Marikavalasa,Duvvada
VZ069,16:00,Marikavalasa,Duvvada
VZ069,17:00,Marikavalasa,Duvvada
VZ069,18:00,Marikavalasa,Duvvada
VZ069,19:00,Marikavalasa,Duvvada
VZ069,20:00,Marikavalasa,Duvvada
VZ069,21:00,Marikavalasa,Duvvada
VZ069,22:00,Marikavalasa,Duvvada
VZ070,05:00,Yendada,Airport
VZ070,06:00,Yendada,Airport
VZ070,07:00,Yendada,Airport
VZ070,08:00,Yendada,Airport
VZ070,09:00,Yendada,Airport
VZ070,10:00,Yendada,Airport
VZ070,11:00,Yendada,Airport
VZ070,12:00,Yendada,Airport
VZ070,13:00,Yendada,Airport
VZ070,14:00,Yendada,Airport
VZ070,15:00,Yendada,Airport
VZ070,16:00,Yendada,Airport
VZ070,17:00,Yendada,Airport
VZ070,18:00,Yendada,Airport
VZ070,19:00,Yendada,Airport
VZ070,20:00,Yendada,Airport
VZ070,21:00,Yendada,Airport
VZ070,22:00,Yendada,Airport
VZ071,05:00,Lawsons Bay,Marikavalasa
VZ071,06:00,Lawsons Bay,Marikavalasa
VZ071,07:00,Lawsons Bay,Marikavalasa
VZ071,08:00,Lawsons Bay,Marikavalasa
VZ071,09:00,Lawsons Bay,Marikavalasa
VZ071,10:00,Lawsons Bay,Marikavalasa
VZ071,11:00,Lawsons Bay,Marikavalasa
VZ071,12:00,Lawsons Bay,Marikavalasa
VZ071,13:00,Lawsons Bay,Marikavalasa
VZ071,14:00,Lawsons Bay,Marikavalasa
VZ071,15:00,Lawsons Bay,Marikavalasa
VZ071,16:00,Lawsons Bay,Marikavalasa
VZ071,17:00,Lawsons Bay,Marikavalasa
VZ071,18:00,Lawsons Bay,Marikavalasa
VZ071,19:00,Lawsons Bay,Marikavalasa
VZ071,20:00,Lawsons Bay,Marikavalasa
VZ071,21:00,Lawsons Bay,Marikavalasa
VZ071,22:00,Lawsons Bay,Marikavalasa
VZ072,05:00,RTC Complex,RTC Complex
VZ072,06:00,RTC Complex,RTC Complex
VZ072,07:00,RTC Complex,RTC Complex
VZ072,08:00,RTC Complex,RTC Complex
VZ072,09:00,RTC Complex,RTC Complex
VZ072,10:00,RTC Complex,RTC Complex
VZ072,11:00,RTC Complex,RTC Complex
VZ072,12:00,RTC Complex,RTC Complex
VZ072,13:00,RTC Complex,RTC Complex
VZ072,14:00,RTC Complex,RTC Complex
VZ072,15:00,RTC Complex,RTC Complex
VZ072,16:00,RTC Complex,RTC Complex
VZ072,17:00,RTC Complex,RTC Complex
VZ072,18:00,RTC Complex,RTC Complex
VZ072,19:00,RTC Complex,RTC Complex
VZ072,20:00,RTC Complex,RTC Complex
VZ072,21:00,RTC Complex,RTC Complex
VZ072,22:00,RTC Complex,RTC Complex
VZ073,05:00,Railway Station,Jagadamba
VZ073,06:00,Railway Station,Jagadamba
VZ073,07:00,Railway Station,Jagadamba
VZ073,08:00,Railway Station,Jagadamba
VZ073,09:00,Railway Station,Jagadamba
VZ073,10:00,Railway Station,Jagadamba
VZ073,11:00,Railway Station,Jagadamba
VZ073,12:00,Railway Station,Jagadamba
VZ073,13:00,Railway Station,Jagadamba
VZ073,14:00,Railway Station,Jagadamba
VZ073,15:00,Railway Station,Jagadamba
VZ073,16:00,Railway Station,Jagadamba
VZ073,17:00,Railway Station,Jagadamba
VZ073,18:00,Railway Station,Jagadamba
VZ073,19:00,Railway Station,Jagadamba
VZ073,20:00,Railway Station,Jagadamba
VZ073,21:00,Railway Station,Jagadamba
VZ073,22:00,Railway Station,Jagadamba
VZ074,05:00,Old Post Office,PM Palem
VZ074,06:00,Old Post Office,PM Palem
VZ074,07:00,Old Post Office,PM Palem
VZ074,08:00,Old Post Office,PM Palem
VZ074,09:00,Old Post Office,PM Palem
VZ074,10:00,Old Post Office,PM Palem
VZ074,11:00,Old Post Office,PM Palem
VZ074,12:00,Old Post Office,PM Palem
VZ074,13:00,Old Post Office,PM Palem
VZ074,14:00,Old Post Office,PM Palem
VZ074,15:00,Old Post Office,PM Palem
VZ074,16:00,Old Post Office,PM Palem
VZ074,17:00,Old Post Office,PM Palem
VZ074,18:00,Old Post Office,PM Palem
VZ074,19:00,Old Post Office,PM Palem
VZ074,20:00,Old Post Office,PM Palem
VZ074,21:00,Old Post Office,PM Palem
VZ074,22:00,Old Post Office,PM Palem
VZ075,05:00,Jagadamba,Bheemili
VZ075,06:00,Jagadamba,Bheemili
VZ075,07:00,Jagadamba,Bheemili
VZ075,08:00,Jagadamba,Bheemili
VZ075,09:00,Jagadamba,Bheemili
VZ075,10:00,Jagadamba,Bheemili
VZ075,11:00,Jagadamba,Bheemili
VZ075,12:00,Jagadamba,Bheemili
VZ075,13:00,Jagadamba,Bheemili
VZ075,14:00,Jagadamba,Bheemili
VZ075,15:00,Jagadamba,Bheemili
VZ075,16:00,Jagadamba,Bheemili
VZ075,17:00,Jagadamba,Bheemili
VZ075,18:00,Jagadamba,Bheemili
VZ075,19:00,Jagadamba,Bheemili
VZ075,20:00,Jagadamba,Bheemili
VZ075,21:00,Jagadamba,Bheemili
VZ075,22:00,Jagadamba,Bheemili
VZ076,05:00,Maddilapalem,Simhachalam
VZ076,06:00,Maddilapalem,Simhachalam
VZ076,07:00,Maddilapalem,Simhachalam
VZ076,08:00,Maddilapalem,Simhachalam
VZ076,09:00,Maddilapalem,Simhachalam
VZ076,10:00,Maddilapalem,Simhachalam
VZ076,11:00,Maddilapalem,Simhachalam
VZ076,12:00,Maddilapalem,Simhachalam
VZ076,13:00,Maddilapalem,Simhachalam
VZ076,14:00,Maddilapalem,Simhachalam
VZ076,15:00,Maddilapalem,Simhachalam
VZ076,16:00,Maddilapalem,Simhachalam
VZ076,17:00,Maddilapalem,Simhachalam
VZ076,18:00,Maddilapalem,Simhachalam
VZ076,19:00,Maddilapalem,Simhachalam
VZ076,20:00,Maddilapalem,Simhachalam
VZ076,21:00,Maddilapalem,Simhachalam
VZ076,22:00,Maddilapalem,Simhachalam
VZ077,05:00,MVP Colony,Kancharapalem
VZ077,06:00,MVP Colony,Kancharapalem
VZ077,07:00,MVP Colony,Kancharapalem
VZ077,08:00,MVP Colony,Kancharapalem
VZ077,09:00,MVP Colony,Kancharapalem
VZ077,10:00,MVP Colony,Kancharapalem
VZ077,11:00,MVP Colony,Kancharapalem
VZ077,12:00,MVP Colony,Kancharapalem
VZ077,13:00,MVP Colony,Kancharapalem
VZ077,14:00,MVP Colony,Kancharapalem
VZ077,15:00,MVP Colony,Kancharapalem
VZ077,16:00,MVP Colony,Kancharapalem
VZ077,17:00,MVP Colony,Kancharapalem
VZ077,18:00,MVP Colony,Kancharapalem
VZ077,19:00,MVP Colony,Kancharapalem
VZ077,20:00,MVP Colony,Kancharapalem
VZ077,21:00,MVP Colony,Kancharapalem
VZ077,22:00,MVP Colony,Kancharapalem
VZ078,05:00,PM Palem,Seethammadhara
VZ078,06:00,PM Palem,Seethammadhara
VZ078,07:00,PM Palem,Seethammadhara
VZ078,08:00,PM Palem,Seethammadhara
VZ078,09:00,PM Palem,Seethammadhara
VZ078,10:00,PM Palem,Seethammadhara
VZ078,11:00,PM Palem,Seethammadhara
VZ078,12:00,PM Palem,Seethammadhara
VZ078,13:00,PM Palem,Seethammadhara
VZ078,14:00,PM Palem,Seethammadhara
VZ078,15:00,PM Palem,Seethammadhara
VZ078,16:00,PM Palem,Seethammadhara
VZ078,17:00,PM Palem,Seethammadhara
VZ078,18:00,PM Palem,Seethammadhara
VZ078,19:00,PM Palem,Seethammadhara
VZ078,20:00,PM Palem,Seethammadhara
VZ078,21:00,PM Palem,Seethammadhara
VZ078,22:00,PM Palem,Seethammadhara
VZ079,05:00,Madhurawada,Steel Plant
VZ079,06:00,Madhurawada,Steel Plant
VZ079,07:00,Madhurawada,Steel Plant
VZ079,08:00,Madhurawada,Steel Plant
VZ079,09:00,Madhurawada,Steel Plant
VZ079,10:00,Madhurawada,Steel Plant
VZ079,11:00,Madhurawada,Steel Plant
VZ079,12:00,Madhurawada,Steel Plant
VZ079,13:00,Madhurawada,Steel Plant
VZ079,14:00,Madhurawada,Steel Plant
VZ079,15:00,Madhurawada,Steel Plant
VZ079,16:00,Madhurawada,Steel Plant
VZ079,17:00,Madhurawada,Steel Plant
VZ079,18:00,Madhurawada,Steel Plant
VZ079,19:00,Madhurawada,Steel Plant
VZ079,20:00,Madhurawada,Steel Plant
VZ079,21:00,Madhurawada,Steel Plant
VZ079,22:00,Madhurawada,Steel Plant
VZ080,05:00,Rushikonda,Anakapalle
VZ080,06:00,Rushikonda,Anakapalle
VZ080,07:00,Rushikonda,Anakapalle
VZ080,08:00,Rushikonda,Anakapalle
VZ080,09:00,Rushikonda,Anakapalle
VZ080,10:00,Rushikonda,Anakapalle
VZ080,11:00,Rushikonda,Anakapalle
VZ080,12:00,Rushikonda,Anakapalle
VZ080,13:00,Rushikonda,Anakapalle
VZ080,14:00,Rushikonda,Anakapalle
VZ080,15:00,Rushikonda,Anakapalle
VZ080,16:00,Rushikonda,Anakapalle
VZ080,17:00,Rushikonda,Anakapalle
VZ080,18:00,Rushikonda,Anakapalle
VZ080,19:00,Rushikonda,Anakapalle
VZ080,20:00,Rushikonda,Anakapalle
VZ080,21:00,Rushikonda,Anakapalle
VZ080,22:00,Rushikonda,Anakapalle
VZ081,05:00,Bheemili,Duvvada
VZ081,06:00,Bheemili,Duvvada
VZ081,07:00,Bheemili,Duvvada
VZ081,08:00,Bheemili,Duvvada
VZ081,09:00,Bheemili,Duvvada
VZ081,10:00,Bheemili,Duvvada
VZ081,11:00,Bheemili,Duvvada
VZ081,12:00,Bheemili,Duvvada
VZ081,13:00,Bheemili,Duvvada
VZ081,14:00,Bheemili,Duvvada
VZ081,15:00,Bheemili,Duvvada
VZ081,16:00,Bheemili,Duvvada
VZ081,17:00,Bheemili,Duvvada
VZ081,18:00,Bheemili,Duvvada
VZ081,19:00,Bheemili,Duvvada
VZ081,20:00,Bheemili,Duvvada
VZ081,21:00,Bheemili,Duvvada
VZ081,22:00,Bheemili,Duvvada
VZ082,05:00,Anandapuram,Airport
VZ082,06:00,Anandapuram,Airport
VZ082,07:00,Anandapuram,Airport
VZ082,08:00,Anandapuram,Airport
VZ082,09:00,Anandapuram,Airport
VZ082,10:00,Anandapuram,Airport
VZ082,11:00,Anandapuram,Airport
VZ082,12:00,Anandapuram,Airport
VZ082,13:00,Anandapuram,Airport
VZ082,14:00,Anandapuram,Airport
VZ082,15:00,Anandapuram,Airport
VZ082,16:00,Anandapuram,Airport
VZ082,17:00,Anandapuram,Airport
VZ082,18:00,Anandapuram,Airport
VZ082,19:00,Anandapuram,Airport
VZ082,20:00,Anandapuram,Airport
VZ082,21:00,Anandapuram,Airport
VZ082,22:00,Anandapuram,Airport
VZ083,05:00,Pendurthi,Marikavalasa
VZ083,06:00,Pendurthi,Marikavalasa
VZ083,07:00,Pendurthi,Marikavalasa
VZ083,08:00,Pendurthi,Marikavalasa
VZ083,09:00,Pendurthi,Marikavalasa
VZ083,10:00,Pendurthi,Marikavalasa
VZ083,11:00,Pendurthi,Marikavalasa
VZ083,12:00,Pendurthi,Marikavalasa
VZ083,13:00,Pendurthi,Marikavalasa
VZ083,14:00,Pendurthi,Marikavalasa
VZ083,15:00,Pendurthi,Marikavalasa
VZ083,16:00,Pendurthi,Marikavalasa
VZ083,17:00,Pendurthi,Marikavalasa
VZ083,18:00,Pendurthi,Marikavalasa
VZ083,19:00,Pendurthi,Marikavalasa
VZ083,20:00,Pendurthi,Marikavalasa
VZ083,21:00,Pendurthi,Marikavalasa
VZ083,22:00,Pendurthi,Marikavalasa
VZ084,05:00,Simhachalam,RTC Complex
VZ084,06:00,Simhachalam,RTC Complex
VZ084,07:00,Simhachalam,RTC Complex
VZ084,08:00,Simhachalam,RTC Complex
VZ084,09:00,Simhachalam,RTC Complex
VZ084,10:00,Simhachalam,RTC Complex
VZ084,11:00,Simhachalam,RTC Complex
VZ084,12:00,Simhachalam,RTC Complex
VZ084,13:00,Simhachalam,RTC Complex
VZ084,14:00,Simhachalam,RTC Complex
VZ084,15:00,Simhachalam,RTC Complex
VZ084,16:00,Simhachalam,RTC Complex
VZ084,17:00,Simhachalam,RTC Complex
VZ084,18:00,Simhachalam,RTC Complex
VZ084,19:00,Simhachalam,RTC Complex
VZ084,20:00,Simhachalam,RTC Complex
VZ084,21:00,Simhachalam,RTC Complex
VZ084,22:00,Simhachalam,RTC Complex
VZ085,05:00,Gopalapatnam,Jagadamba
VZ085,06:00,Gopalapatnam,Jagadamba
VZ085,07:00,Gopalapatnam,Jagadamba
VZ085,08:00,Gopalapatnam,Jagadamba
VZ085,09:00,Gopalapatnam,Jagadamba
VZ085,10:00,Gopalapatnam,Jagadamba
VZ085,11:00,Gopalapatnam,Jagadamba
VZ085,12:00,Gopalapatnam,Jagadamba
VZ085,13:00,Gopalapatnam,Jagadamba
VZ085,14:00,Gopalapatnam,Jagadamba
VZ085,15:00,Gopalapatnam,Jagadamba
VZ085,16:00,Gopalapatnam,Jagadamba
VZ085,17:00,Gopalapatnam,Jagadamba
VZ085,18:00,Gopalapatnam,Jagadamba
VZ085,19:00,Gopalapatnam,Jagadamba
VZ085,20:00,Gopalapatnam,Jagadamba
VZ085,21:00,Gopalapatnam,Jagadamba
VZ085,22:00,Gopalapatnam,Jagadamba
VZ086,05:00,NAD Junction,PM Palem
VZ086,06:00,NAD Junction,PM Palem
VZ086,07:00,NAD Junction,PM Palem
VZ086,08:00,NAD Junction,PM Palem
VZ086,09:00,NAD Junction,PM Palem
VZ086,10:00,NAD Junction,PM Palem
VZ086,11:00,NAD Junction,PM Palem
VZ086,12:00,NAD Junction,PM Palem
VZ086,13:00,NAD Junction,PM Palem
VZ086,14:00,NAD Junction,PM Palem
VZ086,15:00,NAD Junction,PM Palem
VZ086,16:00,NAD Junction,PM Palem
VZ086,17:00,NAD Junction,PM Palem
VZ086,18:00,NAD Junction,PM Palem
VZ086,19:00,NAD Junction,PM Palem
VZ086,20:00,NAD Junction,PM Palem
VZ086,21:00,NAD Junction,PM Palem
VZ086,22:00,NAD Junction,PM Palem
VZ087,05:00,Kancharapalem,Bheemili
VZ087,06:00,Kancharapalem,Bheemili
VZ087,07:00,Kancharapalem,Bheemili
VZ087,08:00,Kancharapalem,Bheemili
VZ087,09:00,Kancharapalem,Bheemili
VZ087,10:00,Kancharapalem,Bheemili
VZ087,11:00,Kancharapalem,Bheemili
VZ087,12:00,Kancharapalem,Bheemili
VZ087,13:00,Kancharapalem,Bheemili
VZ087,14:00,Kancharapalem,Bheemili
VZ087,15:00,Kancharapalem,Bheemili
VZ087,16:00,Kancharapalem,Bheemili
VZ087,17:00,Kancharapalem,Bheemili
VZ087,18:00,Kancharapalem,Bheemili
VZ087,19:00,Kancharapalem,Bheemili
VZ087,20:00,Kancharapalem,Bheemili
VZ087,21:00,Kancharapalem,Bheemili
VZ087,22:00,Kancharapalem,Bheemili
VZ088,05:00,Arilova,Simhachalam
VZ088,06:00,Arilova,Simhachalam
VZ088,07:00,Arilova,Simhachalam
VZ088,08:00,Arilova,Simhachalam
VZ088,09:00,Arilova,Simhachalam
VZ088,10:00,Arilova,Simhachalam
VZ088,11:00,Arilova,Simhachalam
VZ088,12:00,Arilova,Simhachalam
VZ088,13:00,Arilova,Simhachalam
VZ088,14:00,Arilova,Simhachalam
VZ088,15:00,Arilova,Simhachalam
VZ088,16:00,Arilova,Simhachalam
VZ088,17:00,Arilova,Simhachalam
VZ088,18:00,Arilova,Simhachalam
VZ088,19:00,Arilova,Simhachalam
VZ088,20:00,Arilova,Simhachalam
VZ088,21:00,Arilova,Simhachalam
VZ088,22:00,Arilova,Simhachalam
VZ089,05:00,HB Colony,Kancharapalem
VZ089,06:00,HB Colony,Kancharapalem
VZ089,07:00,HB Colony,Kancharapalem
VZ089,08:00,HB Colony,Kancharapalem
VZ089,09:00,HB Colony,Kancharapalem
VZ089,10:00,HB Colony,Kancharapalem
VZ089,11:00,HB Colony,Kancharapalem
VZ089,12:00,HB Colony,Kancharapalem
VZ089,13:00,HB Colony,Kancharapalem
VZ089,14:00,HB Colony,Kancharapalem
VZ089,15:00,HB Colony,Kancharapalem
VZ089,16:00,HB Colony,Kancharapalem
VZ089,17:00,HB Colony,Kancharapalem
VZ089,18:00,HB Colony,Kancharapalem
VZ089,19:00,HB Colony,Kancharapalem
VZ089,20:00,HB Colony,Kancharapalem
VZ089,21:00,HB Colony,Kancharapalem
VZ089,22:00,HB Colony,Kancharapalem
VZ090,05:00,Seethammadhara,Seethammadhara
VZ090,06:00,Seethammadhara,Seethammadhara
VZ090,07:00,Seethammadhara,Seethammadhara
VZ090,08:00,Seethammadhara,Seethammadhara
VZ090,09:00,Seethammadhara,Seethammadhara
VZ090,10:00,Seethammadhara,Seethammadhara
VZ090,11:00,Seethammadhara,Seethammadhara
VZ090,12:00,Seethammadhara,Seethammadhara
VZ090,13:00,Seethammadhara,Seethammadhara
VZ090,14:00,Seethammadhara,Seethammadhara
VZ090,15:00,Seethammadhara,Seethammadhara
VZ090,16:00,Seethammadhara,Seethammadhara
VZ090,17:00,Seethammadhara,Seethammadhara
VZ090,18:00,Seethammadhara,Seethammadhara
VZ090,19:00,Seethammadhara,Seethammadhara
VZ090,20:00,Seethammadhara,Seethammadhara
VZ090,21:00,Seethammadhara,Seethammadhara
VZ090,22:00,Seethammadhara,Seethammadhara
VZ091,05:00,Gajuwaka,Steel Plant
VZ091,06:00,Gajuwaka,Steel Plant
VZ091,07:00,Gajuwaka,Steel Plant
VZ091,08:00,Gajuwaka,Steel Plant
VZ091,09:00,Gajuwaka,Steel Plant
VZ091,10:00,Gajuwaka,Steel Plant
VZ091,11:00,Gajuwaka,Steel Plant
VZ091,12:00,Gajuwaka,Steel Plant
VZ091,13:00,Gajuwaka,Steel Plant
VZ091,14:00,Gajuwaka,Steel Plant
VZ091,15:00,Gajuwaka,Steel Plant
VZ091,16:00,Gajuwaka,Steel Plant
VZ091,17:00,Gajuwaka,Steel Plant
VZ091,18:00,Gajuwaka,Steel Plant
VZ091,19:00,Gajuwaka,Steel Plant
VZ091,20:00,Gajuwaka,Steel Plant
VZ091,21:00,Gajuwaka,Steel Plant
VZ091,22:00,Gajuwaka,Steel Plant
VZ092,05:00,Kurmannapalem,Anakapalle
VZ092,06:00,Kurmannapalem,Anakapalle
VZ092,07:00,Kurmannapalem,Anakapalle
VZ092,08:00,Kurmannapalem,Anakapalle
VZ092,09:00,Kurmannapalem,Anakapalle
VZ092,10:00,Kurmannapalem,Anakapalle
VZ092,11:00,Kurmannapalem,Anakapalle
VZ092,12:00,Kurmannapalem,Anakapalle
VZ092,13:00,Kurmannapalem,Anakapalle
VZ092,14:00,Kurmannapalem,Anakapalle
VZ092,15:00,Kurmannapalem,Anakapalle
VZ092,16:00,Kurmannapalem,Anakapalle
VZ092,17:00,Kurmannapalem,Anakapalle
VZ092,18:00,Kurmannapalem,Anakapalle
VZ092,19:00,Kurmannapalem,Anakapalle
VZ092,20:00,Kurmannapalem,Anakapalle
VZ092,21:00,Kurmannapalem,Anakapalle
VZ092,22:00,Kurmannapalem,Anakapalle
VZ093,05:00,Steel Plant,Duvvada
VZ093,06:00,Steel Plant,Duvvada
VZ093,07:00,Steel Plant,Duvvada
VZ093,08:00,Steel Plant,Duvvada
VZ093,09:00,Steel Plant,Duvvada
VZ093,10:00,Steel Plant,Duvvada
VZ093,11:00,Steel Plant,Duvvada
VZ093,12:00,Steel Plant,Duvvada
VZ093,13:00,Steel Plant,Duvvada
VZ093,14:00,Steel Plant,Duvvada
VZ093,15:00,Steel Plant,Duvvada
VZ093,16:00,Steel Plant,Duvvada
VZ093,17:00,Steel Plant,Duvvada
VZ093,18:00,Steel Plant,Duvvada
VZ093,19:00,Steel Plant,Duvvada
VZ093,20:00,Steel Plant,Duvvada
VZ093,21:00,Steel Plant,Duvvada
VZ093,22:00,Steel Plant,Duvvada
VZ094,05:00,Parawada,Airport
VZ094,06:00,Parawada,Airport
VZ094,07:00,Parawada,Airport
VZ094,08:00,Parawada,Airport
VZ094,09:00,Parawada,Airport
VZ094,10:00,Parawada,Airport
VZ094,11:00,Parawada,Airport
VZ094,12:00,Parawada,Airport
VZ094,13:00,Parawada,Airport
VZ094,14:00,Parawada,Airport
VZ094,15:00,Parawada,Airport
VZ094,16:00,Parawada,Airport
VZ094,17:00,Parawada,Airport
VZ094,18:00,Parawada,Airport
VZ094,19:00,Parawada,Airport
VZ094,20:00,Parawada,Airport
VZ094,21:00,Parawada,Airport
VZ094,22:00,Parawada,Airport
VZ095,05:00,Achutapuram,Marikavalasa
VZ095,06:00,Achutapuram,Marikavalasa
VZ095,07:00,Achutapuram,Marikavalasa
VZ095,08:00,Achutapuram,Marikavalasa
VZ095,09:00,Achutapuram,Marikavalasa
VZ095,10:00,Achutapuram,Marikavalasa
VZ095,11:00,Achutapuram,Marikavalasa
VZ095,12:00,Achutapuram,Marikavalasa
VZ095,13:00,Achutapuram,Marikavalasa
VZ095,14:00,Achutapuram,Marikavalasa
VZ095,15:00,Achutapuram,Marikavalasa
VZ095,16:00,Achutapuram,Marikavalasa
VZ095,17:00,Achutapuram,Marikavalasa
VZ095,18:00,Achutapuram,Marikavalasa
VZ095,19:00,Achutapuram,Marikavalasa
VZ095,20:00,Achutapuram,Marikavalasa
VZ095,21:00,Achutapuram,Marikavalasa
VZ095,22:00,Achutapuram,Marikavalasa
VZ096,05:00,Anakapalle,RTC Complex
VZ096,06:00,Anakapalle,RTC Complex
VZ096,07:00,Anakapalle,RTC Complex
VZ096,08:00,Anakapalle,RTC Complex
VZ096,09:00,Anakapalle,RTC Complex
VZ096,10:00,Anakapalle,RTC Complex
VZ096,11:00,Anakapalle,RTC Complex
VZ096,12:00,Anakapalle,RTC Complex
VZ096,13:00,Anakapalle,RTC Complex
VZ096,14:00,Anakapalle,RTC Complex
VZ096,15:00,Anakapalle,RTC Complex
VZ096,16:00,Anakapalle,RTC Complex
VZ096,17:00,Anakapalle,RTC Complex
VZ096,18:00,Anakapalle,RTC Complex
VZ096,19:00,Anakapalle,RTC Complex
VZ096,20:00,Anakapalle,RTC Complex
VZ096,21:00,Anakapalle,RTC Complex
VZ096,22:00,Anakapalle,RTC Complex
VZ097,05:00,Sabbavaram,Jagadamba
VZ097,06:00,Sabbavaram,Jagadamba
VZ097,07:00,Sabbavaram,Jagadamba
VZ097,08:00,Sabbavaram,Jagadamba
VZ097,09:00,Sabbavaram,Jagadamba
VZ097,10:00,Sabbavaram,Jagadamba
VZ097,11:00,Sabbavaram,Jagadamba
VZ097,12:00,Sabbavaram,Jagadamba
VZ097,13:00,Sabbavaram,Jagadamba
VZ097,14:00,Sabbavaram,Jagadamba
VZ097,15:00,Sabbavaram,Jagadamba
VZ097,16:00,Sabbavaram,Jagadamba
VZ097,17:00,Sabbavaram,Jagadamba
VZ097,18:00,Sabbavaram,Jagadamba
VZ097,19:00,Sabbavaram,Jagadamba
VZ097,20:00,Sabbavaram,Jagadamba
VZ097,21:00,Sabbavaram,Jagadamba
VZ097,22:00,Sabbavaram,Jagadamba
VZ098,05:00,Tagarapuvalasa,PM Palem
VZ098,06:00,Tagarapuvalasa,PM Palem
VZ098,07:00,Tagarapuvalasa,PM Palem
VZ098,08:00,Tagarapuvalasa,PM Palem
VZ098,09:00,Tagarapuvalasa,PM Palem
VZ098,10:00,Tagarapuvalasa,PM Palem
VZ098,11:00,Tagarapuvalasa,PM Palem
VZ098,12:00,Tagarapuvalasa,PM Palem
VZ098,13:00,Tagarapuvalasa,PM Palem
VZ098,14:00,Tagarapuvalasa,PM Palem
VZ098,15:00,Tagarapuvalasa,PM Palem
VZ098,16:00,Tagarapuvalasa,PM Palem
VZ098,17:00,Tagarapuvalasa,PM Palem
VZ098,18:00,Tagarapuvalasa,PM Palem
VZ098,19:00,Tagarapuvalasa,PM Palem
VZ098,20:00,Tagarapuvalasa,PM Palem
VZ098,21:00,Tagarapuvalasa,PM Palem
VZ098,22:00,Tagarapuvalasa,PM Palem
VZ099,05:00,Duvvada,Bheemili
VZ099,06:00,Duvvada,Bheemili
VZ099,07:00,Duvvada,Bheemili
VZ099,08:00,Duvvada,Bheemili
VZ099,09:00,Duvvada,Bheemili
VZ099,10:00,Duvvada,Bheemili
VZ099,11:00,Duvvada,Bheemili
VZ099,12:00,Duvvada,Bheemili
VZ099,13:00,Duvvada,Bheemili
VZ099,14:00,Duvvada,Bheemili
VZ099,15:00,Duvvada,Bheemili
VZ099,16:00,Duvvada,Bheemili
VZ099,17:00,Duvvada,Bheemili
VZ099,18:00,Duvvada,Bheemili
VZ099,19:00,Duvvada,Bheemili
VZ099,20:00,Duvvada,Bheemili
VZ099,21:00,Duvvada,Bheemili
VZ099,22:00,Duvvada,Bheemili
VZ100,05:00,Scindia,Simhachalam
VZ100,06:00,Scindia,Simhachalam
VZ100,07:00,Scindia,Simhachalam
VZ100,08:00,Scindia,Simhachalam
VZ100,09:00,Scindia,Simhachalam
VZ100,10:00,Scindia,Simhachalam
VZ100,11:00,Scindia,Simhachalam
VZ100,12:00,Scindia,Simhachalam
VZ100,13:00,Scindia,Simhachalam
VZ100,14:00,Scindia,Simhachalam
VZ100,15:00,Scindia,Simhachalam
VZ100,16:00,Scindia,Simhachalam
VZ100,17:00,Scindia,Simhachalam
VZ100,18:00,Scindia,Simhachalam
VZ100,19:00,Scindia,Simhachalam
VZ100,20:00,Scindia,Simhachalam
VZ100,21:00,Scindia,Simhachalam
VZ100,22:00,Scindia,Simhachalam
VZ101,05:00,Pedagantyada,Kancharapalem
VZ101,06:00,Pedagantyada,Kancharapalem
VZ101,07:00,Pedagantyada,Kancharapalem
VZ101,08:00,Pedagantyada,Kancharapalem
VZ101,09:00,Pedagantyada,Kancharapalem
VZ101,10:00,Pedagantyada,Kancharapalem
VZ101,11:00,Pedagantyada,Kancharapalem
VZ101,12:00,Pedagantyada,Kancharapalem
VZ101,13:00,Pedagantyada,Kancharapalem
VZ101,14:00,Pedagantyada,Kancharapalem
VZ101,15:00,Pedagantyada,Kancharapalem
VZ101,16:00,Pedagantyada,Kancharapalem
VZ101,17:00,Pedagantyada,Kancharapalem
VZ101,18:00,Pedagantyada,Kancharapalem
VZ101,19:00,Pedagantyada,Kancharapalem
VZ101,20:00,Pedagantyada,Kancharapalem
VZ101,21:00,Pedagantyada,Kancharapalem
VZ101,22:00,Pedagantyada,Kancharapalem
VZ102,05:00,Airport,Seethammadhara
VZ102,06:00,Airport,Seethammadhara
VZ102,07:00,Airport,Seethammadhara
VZ102,08:00,Airport,Seethammadhara
VZ102,09:00,Airport,Seethammadhara
VZ102,10:00,Airport,Seethammadhara
VZ102,11:00,Airport,Seethammadhara
VZ102,12:00,Airport,Seethammadhara
VZ102,13:00,Airport,Seethammadhara
VZ102,14:00,Airport,Seethammadhara
VZ102,15:00,Airport,Seethammadhara
VZ102,16:00,Airport,Seethammadhara
VZ102,17:00,Airport,Seethammadhara
VZ102,18:00,Airport,Seethammadhara
VZ102,19:00,Airport,Seethammadhara
VZ102,20:00,Airport,Seethammadhara
VZ102,21:00,Airport,Seethammadhara
VZ102,22:00,Airport,Seethammadhara
VZ103,05:00,Sagar Nagar,Steel Plant
VZ103,06:00,Sagar Nagar,Steel Plant
VZ103,07:00,Sagar Nagar,Steel Plant
VZ103,08:00,Sagar Nagar,Steel Plant
